filename,emotion
sub16_EP01_05.npy,happiness
sub16_EP01_08.npy,repression
sub16_EP01_09f.npy,others
sub16_EP04_02f.npy,happiness
sub17_EP01_06.npy,happiness
sub17_EP01_13.npy,surprise
sub17_EP01_15.npy,happiness
sub17_EP02_01.npy,disgust
sub17_EP02_03.npy,disgust
sub17_EP02_11.npy,disgust
sub17_EP02_18f.npy,repression
sub17_EP03_02.npy,disgust
sub17_EP03_09.npy,happiness
sub17_EP05_02.npy,happiness
sub17_EP05_03.npy,happiness
sub17_EP05_03f.npy,repression
sub17_EP05_04.npy,repression
sub17_EP05_09.npy,repression
sub17_EP05_10.npy,repression
sub17_EP06_04.npy,disgust
sub17_EP06_07.npy,happiness
sub17_EP06_08.npy,repression
sub17_EP07_01.npy,disgust
sub17_EP08_02.npy,disgust
sub17_EP08_03.npy,others
sub17_EP10_06.npy,repression
sub17_EP11_01.npy,disgust
sub17_EP11_02.npy,disgust
sub17_EP12_03.npy,repression
sub17_EP13_01.npy,others
sub17_EP13_03.npy,disgust
sub17_EP13_04.npy,disgust
sub17_EP13_06.npy,disgust
sub17_EP13_09.npy,happiness
sub17_EP15_01.npy,sadness
sub17_EP15_03.npy,sadness
sub17_EP15_04.npy,repression
sub17_EP15_05.npy,others
sub17_EP16_01f.npy,disgust
sub17_EP18_07.npy,disgust
sub18_EP08_01.npy,others
sub18_EP18_01.npy,others
sub18_EP19_01.npy,others
sub19_EP01_01f.npy,happiness
sub19_EP01_02f.npy,happiness
sub19_EP02_01.npy,surprise
sub19_EP06_01f.npy,surprise
sub19_EP06_02f.npy,others
sub19_EP08_02.npy,happiness
sub19_EP11_01f.npy,others
sub19_EP11_04f.npy,surprise
sub19_EP13_01.npy,disgust
sub19_EP15_03f.npy,others
sub19_EP16_01.npy,disgust
sub19_EP16_02.npy,disgust
sub19_EP19_01.npy,others
sub19_EP19_02.npy,surprise
sub19_EP19_03.npy,surprise
sub19_EP19_04.npy,sadness
sub20_EP01_03.npy,disgust
sub20_EP03_02.npy,others
sub20_EP06_03.npy,disgust
sub20_EP07_04.npy,others
sub20_EP10_02.npy,others
sub20_EP12_01.npy,others
sub20_EP13_02.npy,others
sub20_EP15_03f.npy,others
sub20_EP16_01.npy,others
sub20_EP16_04.npy,others
sub20_EP18_03.npy,others
sub21_EP01_07.npy,others
sub21_EP05_02.npy,repression
sub22_EP01_12.npy,repression
sub22_EP13_08.npy,repression
sub23_EP02_01.npy,happiness
sub23_EP03_14f.npy,disgust
sub23_EP04_03f.npy,repression
sub23_EP05_24f.npy,repression
sub23_EP05_25f.npy,disgust
sub23_EP07_01.npy,others
sub23_EP12_02f.npy,disgust
sub23_EP12_03.npy,disgust
sub23_EP13_03.npy,others
sub23_EP13_04.npy,repression
sub23_EP13_07f.npy,others
sub23_EP17_01.npy,others
sub24_EP01_08.npy,disgust
sub24_EP02_02f.npy,disgust
sub24_EP07_01.npy,sadness
sub24_EP07_04f.npy,sadness
sub24_EP08_02.npy,others
sub24_EP10_01f.npy,others
sub24_EP10_02.npy,others
sub24_EP10_03.npy,sadness
sub24_EP12_01.npy,others
sub24_EP18_03.npy,surprise
sub25_EP03_01.npy,others
sub25_EP03_02.npy,others
sub25_EP09_02.npy,disgust
sub25_EP10_01.npy,disgust
sub25_EP10_10.npy,surprise
sub25_EP12_01.npy,surprise
sub25_EP18_04f.npy,disgust
sub26_EP03_10.npy,happiness
sub26_EP07_28.npy,others
sub26_EP07_37.npy,others
sub26_EP08_04.npy,others
sub26_EP09_04.npy,disgust
sub26_EP09_09.npy,disgust
sub26_EP13_01.npy,others
sub26_EP13_02.npy,happiness
sub26_EP13_11.npy,disgust
sub26_EP15_01.npy,sadness
sub26_EP16_01.npy,disgust
sub26_EP18_44.npy,disgust
sub26_EP18_46.npy,others
sub26_EP18_47.npy,disgust
sub26_EP18_49.npy,disgust
sub26_EP18_50.npy,disgust
sub26_EP18_51.npy,disgust
