filename,emotion
sub23_EP05_24f_106.npy,repression
sub23_EP05_25f_51.npy,disgust
sub23_EP07_01_36.npy,others
sub23_EP12_02f_46.npy,disgust
sub23_EP12_03_86.npy,disgust
sub23_EP13_03_36.npy,others
sub23_EP13_04_21.npy,repression
sub23_EP13_07f_56.npy,others
sub23_EP17_01_81.npy,others
sub24_EP01_08_33.npy,disgust
sub24_EP02_02f_71.npy,disgust
sub24_EP07_01_24.npy,sadness
sub24_EP07_04f_4.npy,sadness
sub24_EP08_02_121.npy,others
sub24_EP10_01f_131.npy,others
sub24_EP10_02_101.npy,others
sub24_EP10_03_334.npy,sadness
sub24_EP12_01_81.npy,others
sub24_EP18_03_53.npy,surprise
sub25_EP03_01_56.npy,others
sub25_EP03_02_51.npy,others
sub25_EP09_02_76.npy,disgust
sub25_EP10_01_101.npy,disgust
sub25_EP10_10_61.npy,surprise
sub25_EP12_01_131.npy,surprise
sub25_EP18_04f_76.npy,disgust
sub26_EP03_10_116.npy,happiness
sub26_EP07_28_31.npy,others
sub26_EP07_37_92.npy,others
sub26_EP08_04_31.npy,others
sub26_EP09_04_31.npy,disgust
sub26_EP09_09_46.npy,disgust
sub26_EP13_01_4.npy,others
sub26_EP13_02_32.npy,happiness
sub26_EP13_11_20.npy,disgust
sub26_EP15_01_42.npy,sadness
sub26_EP16_01_26.npy,disgust
sub26_EP18_44_11.npy,disgust
sub26_EP18_46_31.npy,others
sub26_EP18_47_6.npy,disgust
sub26_EP18_49_16.npy,disgust
sub26_EP18_50_78.npy,disgust
sub26_EP18_51_21.npy,disgust
